koi_disposition,koi_pdisposition,koi_score,koi_period,koi_time0bk,koi_impact,koi_duration,koi_depth,koi_prad,koi_insol,koi_model_snr
FALSE POSITIVE,FALSE POSITIVE,,3.50376155,134.6825677,,3.16,,,,
CONFIRMED,CANDIDATE,1,8.925079516,139.71389,0.74,2.6766,9.78E+02,2.36,36.89,135.8
CONFIRMED,CANDIDATE,0.998,8.0922105,138.04535,0.951,5.7696,6.53E+01,1.44,331.65,37.5
FALSE POSITIVE,FALSE POSITIVE,0,3.117087797,134.684738,1.255,3.06941,1.22E+04,88.51,2725.12,441.7
CONFIRMED,CANDIDATE,1,22.687155,148.455435,0.023,5.4921,9.60E+02,3.2,42.95,122.8
FALSE POSITIVE,FALSE POSITIVE,,0.937406378,134.726531,0.8735,1.9515,5.08E+03,7.09,1790.11,138.9
FALSE POSITIVE,FALSE POSITIVE,0,0.668483615,178.281377,1.269,2.0909,2.90E+03,29.53,2642.17,161.2
FALSE POSITIVE,FALSE POSITIVE,0,4.429633087,355.143546,1.264,3.0257,6.12E+03,32.12,192.62,166.3
FALSE POSITIVE,FALSE POSITIVE,0,1.544927524,133.54909,0.533,1.0134,1.39E+02,1.39,2606.96,25.4
CONFIRMED,CANDIDATE,0.999,4.48758768,133.36092,0.532,2.874,1.12E+02,1.37,684.07,25.9
FALSE POSITIVE,FALSE POSITIVE,,0.323021692,133.603668,1.1083,2.3442,4.71E+04,46.4,9913.7,520.6
FALSE POSITIVE,FALSE POSITIVE,0,4.70818628,137.0593,1.082,3.278,5.65E+04,42.99,282.41,24.7
FALSE POSITIVE,FALSE POSITIVE,0,14.40585744,360.3847471,0.001,5.48509,3.04E+04,23.42,146.95,2294.1
FALSE POSITIVE,FALSE POSITIVE,0,7.702374154,137.563452,3.346,3.8459,1.84E+04,225.25,109.38,157.2
CONFIRMED,CANDIDATE,1,16.56062577,133.49703,0.96,2.611,7.01E+02,2.94,57.28,30.8
CONFIRMED,CANDIDATE,1,15.74958583,150.24579,0.637,4.6672,6.60E+02,2.77,86.18,42.6
CONFIRMED,CANDIDATE,0.999,37.8145252,134.66424,0.845,9.109,4.13E+02,3.04,36.25,57.9
CONFIRMED,CANDIDATE,0.986,12.64504291,138.63149,0.931,9.117,2.00E+02,1.55,71.28,32.7
CONFIRMED,CANDIDATE,0.999,21.5262958,132.28787,0.804,8.392,1.90E+02,1.36,35.03,23.4
CONFIRMED,CANDIDATE,0.935,33.8845825,159.98819,0.961,6.538,2.24E+02,1.74,19.13,17.2
CONFIRMED,CANDIDATE,0.997,6.40087137,136.8824,0.861,2.5561,1.34E+02,1.91,357.44,24.4
CONFIRMED,CANDIDATE,1,30.1599411,138.51774,0.802,7.874,1.76E+02,4.54,115.69,32.3
CONFIRMED,CANDIDATE,0.981,51.0771048,152.35694,0.498,11.233,1.42E+02,3.66,57.28,24.1
FALSE POSITIVE,FALSE POSITIVE,,4.2856756,134.4812,0.5445,4.059,3.14E+01,2.13,2429.13,8.3
FALSE POSITIVE,FALSE POSITIVE,0,7.388833611,133.9344039,0.799,5.62857,1.31E+04,10.66,139.94,1509.3
FALSE POSITIVE,FALSE POSITIVE,0.285,2.698021895,136.32786,1.3,23.192,6.72E+03,52.51,1481.76,647.1
CONFIRMED,CANDIDATE,1,117.931108,219.704226,0.615,5.8796,8.51E+03,10.36,7.2,212.5
FALSE POSITIVE,FALSE POSITIVE,0,4.887806806,354.539481,0.561,2.4078,4.68E+03,5.71,167.54,116.1
FALSE POSITIVE,FALSE POSITIVE,0,11.97360504,144.779315,1.3,4.3117,3.82E+03,38.2,106.83,172.9
FALSE POSITIVE,FALSE POSITIVE,0,1.231364189,133.036618,0.995,5.8574,1.10E+03,5.39,2005.15,229.7
FALSE POSITIVE,FALSE POSITIVE,0,2.102416517,134.394943,1.236,1.7684,1.50E+03,29.29,1003.06,94.3
FALSE POSITIVE,FALSE POSITIVE,0,11.7031093,133.721698,1.279,2.0467,4.20E+03,37.3,102.47,126.6
FALSE POSITIVE,FALSE POSITIVE,1,13.73808249,134.43787,0.957,3.354,6.61E+02,3.84,163.52,68.4
FALSE POSITIVE,FALSE POSITIVE,0,16.66216657,142.186468,7.444,3.8762,2.74E+04,843.45,114.41,114.5
FALSE POSITIVE,FALSE POSITIVE,0,0.752159702,134.047229,1.272,2.3621,3.43E+03,43.73,5767.22,291.1
FALSE POSITIVE,FALSE POSITIVE,0,4.81886153,358.16338,0.924,6.223,1.32E+03,2.96,98.29,86.3
CONFIRMED,CANDIDATE,1,125.8654019,236.659731,0.101,9.0191,1.24E+04,12.37,5.71,544.7
CONFIRMED,CANDIDATE,1,34.5439452,132.68453,0.87,3.482,4.30E+02,2.67,32.02,23.4
CONFIRMED,CANDIDATE,1,10.74241765,133.2867,0.034,6.0633,4.15E+02,3.06,243.94,95.4
FALSE POSITIVE,FALSE POSITIVE,0,4.02378908,136.23411,0.715,3.237,3.21E+01,2.24,9293.19,36.1
FALSE POSITIVE,FALSE POSITIVE,,0.312941621,133.810501,1.1789,2.0646,3.53E+04,58.02,23300.36,413.9
CONFIRMED,FALSE POSITIVE,0.92,2.495780169,135.336948,0.133,4.2721,2.51E+04,15.75,929.47,171.4
FALSE POSITIVE,FALSE POSITIVE,0,8.428090255,358.303469,6.787,1.881,1.14E+04,517.43,105.54,183
FALSE POSITIVE,FALSE POSITIVE,0,8.344104633,361.839209,10.047,1.8014,9.70E+03,836.31,89.55,89.7
CANDIDATE,CANDIDATE,0,1.714274727,133.3158074,1.182,2.06728,2.85E+04,25,110.02,987.2
FALSE POSITIVE,FALSE POSITIVE,0,137.759605,173.16476,0.776,9.1713,8.33E+04,49.52,5.81,885.9
FALSE POSITIVE,FALSE POSITIVE,0,2.155278342,133.576109,0.926,2.1064,2.07E+04,16.89,620.67,142.7
FALSE POSITIVE,FALSE POSITIVE,0,3.661326482,135.26995,0.812,2.5714,1.78E+04,12.07,258.6,424.6
CONFIRMED,CANDIDATE,1,4.75400072,128.547155,0.672,2.5394,7.49E+02,2,85.23,141.4
FALSE POSITIVE,FALSE POSITIVE,,0.76973817,133.2965754,,2.5,,,,
FALSE POSITIVE,FALSE POSITIVE,1,165.739861,214.039466,0.263,24.9393,7.34E+03,57.54,54.1,527.8
FALSE POSITIVE,FALSE POSITIVE,0,9.08937826,139.08364,0.982,6.255,7.80E+02,5.35,351.45,72.7
CONFIRMED,CANDIDATE,0.987,3.234699282,121.4865708,0.079,3.59385,1.06E+04,13.06,797.62,3003.8
CONFIRMED,CANDIDATE,1,31.99552485,154.160745,0.69,4.2817,1.38E+03,4.12,27.17,128
FALSE POSITIVE,FALSE POSITIVE,0.003,1.577800747,133.307724,1.332,2.1626,6.98E+02,31.24,1236.23,79.6
FALSE POSITIVE,FALSE POSITIVE,0.565,2.380862632,135.3252117,0.664,4.20416,3.26E+04,21.65,1133,2590.6
FALSE POSITIVE,FALSE POSITIVE,0,1.752567456,134.47196,1.218,5.4993,6.07E+02,26.56,1202.54,92.2
CONFIRMED,CANDIDATE,0.995,51.92920654,151.93321,0.398,5.2637,3.43E+03,8.49,25.6,81.8
CANDIDATE,CANDIDATE,,384.0257068,335.816169,,14.56,,,,
CANDIDATE,CANDIDATE,1,3.014330766,357.37948,0.01,2.4747,9.75E+02,2.87,377.79,57.3
CANDIDATE,CANDIDATE,1,5.644914154,356.73699,0.445,2.2599,1.40E+03,2.66,72.38,63.9
CONFIRMED,CANDIDATE,1,3.105507835,133.210427,0.799,1.7458,9.05E+02,2.68,217.91,178.6
FALSE POSITIVE,FALSE POSITIVE,0,1.336109338,178.258786,1.28,1.7419,2.20E+03,35.19,2106.49,150
CANDIDATE,CANDIDATE,1,13.35151248,363.086742,0.573,3.6045,3.31E+03,4.44,27.77,107.9
CANDIDATE,CANDIDATE,,1693.663623,524.27995,0.5283,22.604,9.52E+03,10.23,0.14,122.8
CONFIRMED,CANDIDATE,1,5.841636615,135.92315,0.026,1.8734,1.34E+03,1.38,9.38,41.1
CONFIRMED,CANDIDATE,1,19.85029495,133.64933,0.217,2.8407,1.61E+03,1.52,1.83,34.4
CONFIRMED,CANDIDATE,1,15.27443889,147.57983,0.153,6.0765,2.07E+02,2.17,152.62,40.3
FALSE POSITIVE,FALSE POSITIVE,0,22.34293693,155.08552,0.001,7.0813,2.69E+03,2.92,6.01,35.3
FALSE POSITIVE,FALSE POSITIVE,0,119.4081716,232.649303,0.915,9.3537,1.86E+04,16.26,2.72,508.4
FALSE POSITIVE,FALSE POSITIVE,0,1.171536413,178.597581,0.973,1.5878,1.13E+03,7.12,7673.2,67
FALSE POSITIVE,FALSE POSITIVE,0,0.973547911,133.49742,1.097,2.2858,4.36E+02,11.52,2556.6,38.7
FALSE POSITIVE,FALSE POSITIVE,0,3.053563251,133.88354,1.208,3.2551,5.08E+02,21.79,444.16,50.4
FALSE POSITIVE,FALSE POSITIVE,0,1.031096352,133.93938,0.979,2.781,2.65E+02,2.36,3954.46,37.8
CONFIRMED,CANDIDATE,1,11.00817635,143.22611,0.025,2.013,1.46E+03,2.15,13.39,42.1
CONFIRMED,CANDIDATE,0,92.7495777,173.27975,0.019,5.506,1.11E+03,1.87,0.78,18
CONFIRMED,CANDIDATE,0.981,52.5008645,171.52114,0.11,14.9066,9.47E+02,12.41,102.94,116.2
CONFIRMED,CANDIDATE,1,0.63133171,133.94488,0.726,1.1487,4.35E+02,1.2,726.72,95.8
CONFIRMED,CANDIDATE,1,12.69905011,184.9868,0.663,2.9899,7.97E+02,2.62,52.55,30.4
CANDIDATE,CANDIDATE,0.999,8.74292005,358.59286,0.025,2.6277,7.80E+02,1.92,40.33,30.7
CANDIDATE,CANDIDATE,1,3.64830183,355.39128,0.063,1.9985,3.72E+02,1.33,129.44,19.9
CANDIDATE,CANDIDATE,0.933,2.345863002,354.11185,0.035,1.6795,3.17E+02,1.23,233.38,19.6
CANDIDATE,CANDIDATE,1,37.1011418,370.4803,0.41,5.5556,1.36E+03,3.19,18.95,55.2
CANDIDATE,CANDIDATE,1,104.8205868,374.83154,0.918,4.4794,3.92E+03,6.45,4.74,76.6
CONFIRMED,CANDIDATE,0.985,10.8644095,131.12833,0.763,1.853,7.49E+02,1.14,4.09,16.8
CONFIRMED,CANDIDATE,1,124.4197175,150.59616,0.017,3.7197,4.11E+03,10.3,7.07,39.9
CONFIRMED,CANDIDATE,1,1.219568047,133.460233,0.067,1.5681,4.95E+02,1.51,578.96,65.9
CONFIRMED,CANDIDATE,1,2.05388477,133.73432,0.282,2.1635,5.47E+02,2.74,1271.11,50
CONFIRMED,CANDIDATE,1,38.86848956,171.30369,0.028,6.0573,1.00E+03,2.81,15.89,73.4
CONFIRMED,CANDIDATE,0.086,35.7353616,151.1133,0.878,8.491,7.79E+02,5.47,84.66,58.4
CONFIRMED,CANDIDATE,0.242,12.30971679,137.68401,0.847,6.74,3.96E+02,3.82,350.46,45.9
CONFIRMED,CANDIDATE,,54.4205407,148.70471,0.9414,8.559,5.98E+02,3.2,25.6,44.9
FALSE POSITIVE,FALSE POSITIVE,,30.00908916,139.70643,,3.15,,,,
FALSE POSITIVE,FALSE POSITIVE,0,14.32407216,364.39537,1.292,4.6577,2.05E+03,38.86,88.38,58
CONFIRMED,CANDIDATE,1,27.07237655,139.1127,0.015,6.9592,5.14E+02,2.18,31.58,44
CONFIRMED,CANDIDATE,1,37.5142128,189.30015,0.366,5.303,9.35E+02,2.68,12.38,28.9
CONFIRMED,CANDIDATE,1,55.6391882,187.55044,0.811,7.316,8.53E+02,3.13,12.33,48.3
CONFIRMED,CANDIDATE,0.998,46.6856205,225.04604,0.217,6.3794,5.89E+02,2.52,16.41,59
CANDIDATE,CANDIDATE,0.998,34.2966363,143.66728,0.711,19.718,6.97E+02,3.29,27.6,66.7
CONFIRMED,CANDIDATE,0.984,4.59726613,136.47837,0.033,2.909,3.13E+02,1.69,352.4,17
CANDIDATE,CANDIDATE,0.993,9.97716876,137.2361,0.002,5.908,2.53E+02,2.53,263.89,21.8
CONFIRMED,CANDIDATE,1,3.02168007,133.47243,0.349,2.8264,1.72E+02,1.31,744.35,32.9
FALSE POSITIVE,FALSE POSITIVE,0,30.8825387,151.5295103,0.197,5.3737,2.40E+04,15.4,29.12,1266.2
FALSE POSITIVE,FALSE POSITIVE,0,72.4914068,139.77857,0.989,3.612,1.06E+03,15.33,56.76,39.2
FALSE POSITIVE,FALSE POSITIVE,0,4.93913074,135.05172,1.167,1.362,3.83E+02,24.03,461.47,22
CONFIRMED,CANDIDATE,1,2.240486703,137.82477,0.461,1.3988,4.36E+02,1.22,115.98,33.8
CANDIDATE,CANDIDATE,0.855,105.0145774,228.94455,0.954,7.426,2.96E+02,2.29,6.44,33.9
CONFIRMED,CANDIDATE,1,4.88084456,136.19585,0.227,2.5574,3.43E+02,1.55,141,32.6
CONFIRMED,CANDIDATE,0.969,10.56137217,133.76396,0.963,3.2645,2.38E+02,2.43,133.56,21.7
CONFIRMED,CANDIDATE,0.964,67.6690554,198.19427,0.354,9.556,9.61E+02,3.39,14.24,37.2
CONFIRMED,CANDIDATE,1,3.949627144,134.61096,0.049,1.5485,8.07E+02,2.32,206.05,45.1
CANDIDATE,CANDIDATE,1,16.00460392,140.47981,0.49,3.9475,8.32E+02,2.24,27.41,34.3
FALSE POSITIVE,FALSE POSITIVE,0,3.55650737,133.51831,0.01,8.545,2.94E+02,3.05,918.25,77.1
CONFIRMED,CANDIDATE,1,3.148661555,356.93612,0.652,2.1978,5.51E+02,2.15,342.76,35.3
FALSE POSITIVE,FALSE POSITIVE,0,0.70544824,133.807063,1.2,2.9423,4.62E+02,20.03,2899.07,118.2
CONFIRMED,CANDIDATE,1,3.295701024,133.966333,0.267,1.8268,1.75E+03,2.81,138.38,114.7
CONFIRMED,CANDIDATE,1,9.65349016,134.85555,0.149,2.9029,1.31E+03,2.41,32.98,63.1
CONFIRMED,CANDIDATE,1,5.315954488,132.43002,0.718,1.1165,9.66E+02,2.33,73.19,37.7
CONFIRMED,CANDIDATE,1,10.04556377,129.09371,0.075,3.2027,6.71E+02,2.19,81.61,66.5
CONFIRMED,CANDIDATE,1,1.499144441,133.07022,0.331,1.4259,2.59E+02,1.09,395.06,22.2
CONFIRMED,CANDIDATE,1,5.082748362,133.21176,0.063,1.7732,2.77E+02,1.4,175.06,40.9
FALSE POSITIVE,FALSE POSITIVE,0,5.00673576,134.54239,0.599,1.9398,1.91E+02,2,726.94,26.6
CONFIRMED,CANDIDATE,1,9.17617167,138.71393,0.107,4.2642,2.07E+02,1.66,200.99,34.3
CONFIRMED,CANDIDATE,0.998,19.7383992,133.28544,0.732,4.894,1.68E+02,1.61,72.32,20.3
CONFIRMED,CANDIDATE,0.996,41.6980186,169.57548,0.002,5.7047,4.41E+02,2.03,19.61,43.4
CANDIDATE,CANDIDATE,0.999,59.6585348,168.08764,0.956,5.514,1.04E+03,3.59,5.66,21.2
CONFIRMED,CANDIDATE,1,52.6298542,155.61064,0.311,6.118,6.76E+02,3.68,20.65,27.2
CONFIRMED,CANDIDATE,0.991,10.29099413,137.0220594,0.049,4.28889,9.66E+03,13.43,233.08,1245.7
CONFIRMED,CANDIDATE,0.82,14.8783945,142.96841,0.749,7.491,3.23E+02,1.63,54.19,22.9
CONFIRMED,CANDIDATE,0.992,59.6222627,138.13805,0.873,6.888,9.93E+02,3.63,13.23,31.9
FALSE POSITIVE,FALSE POSITIVE,0,4.9883873,358.23526,0.944,9.059,5.08E+02,3.28,550.52,42.4
CANDIDATE,CANDIDATE,0.994,8.19596647,136.68736,0.252,2.824,7.93E+02,2.04,48.2,20.2
CONFIRMED,CANDIDATE,0.999,15.59466045,137.5636,0.266,5.0478,8.68E+02,2.74,62.88,49.2
CONFIRMED,CANDIDATE,0.999,56.35407916,144.83768,0.835,3.4449,1.04E+03,2.59,3.63,59.4
FALSE POSITIVE,FALSE POSITIVE,0,36.12895451,388.551318,1.474,2.2348,3.76E+03,53.72,21.05,66.3
FALSE POSITIVE,FALSE POSITIVE,0,32.50456309,365.358295,0.927,2.4657,7.59E+03,10.68,28.8,148.1
FALSE POSITIVE,FALSE POSITIVE,0,1.332560589,133.38311,0.009,4.2427,5.67E+02,1.4,330.32,108.8
CANDIDATE,CANDIDATE,0,31.56904354,158.29983,0.985,2.6364,4.23E+03,11.18,25.83,113.6
FALSE POSITIVE,FALSE POSITIVE,0,9.08590495,182.08162,0.978,2.0718,2.12E+03,6.28,130.1,50.5
FALSE POSITIVE,FALSE POSITIVE,0,0.784512952,355.57263,1.234,2.4623,5.86E+02,25.48,3432.93,44.4
FALSE POSITIVE,FALSE POSITIVE,0,0.883778461,133.60599,0.605,1.6339,1.20E+02,1.09,3316.4,31.7
CONFIRMED,CANDIDATE,1,2.465024332,132.68122,0.548,1.262,3.07E+01,0.69,1406.11,23.2
CONFIRMED,CANDIDATE,1,15.86624787,141.08734,0.858,4.25,7.73E+01,1.31,141.18,28.4
FALSE POSITIVE,FALSE POSITIVE,0,4.288515468,121.97268,1.283,2.2959,3.46E+03,76.51,2081.57,292.1
CONFIRMED,CANDIDATE,0.995,3.797018259,133.508776,0.321,2.2608,1.44E+04,10.07,219.64,1549
CONFIRMED,CANDIDATE,1,1.340596782,132.24549,0.007,1.6484,1.08E+02,1.16,2393.35,37.6
CONFIRMED,CANDIDATE,1,17.42393582,148.82614,0.927,4.929,7.71E+02,3.29,64.13,33.2
CONFIRMED,CANDIDATE,1,9.8786461,138.41159,0.019,1.8915,1.47E+03,1.6,5.65,49.2
CONFIRMED,CANDIDATE,0.748,44.96407458,144.56002,0.11,4.981,8.12E+02,2,4.89,88
CONFIRMED,CANDIDATE,0.998,49.7700907,159.98658,0.655,10.065,3.53E+03,5.12,10.16,109.8
FALSE POSITIVE,FALSE POSITIVE,0.994,12.7319385,138.73144,1.278,4.4157,1.14E+04,70.11,405.75,69.9
FALSE POSITIVE,FALSE POSITIVE,0,0.520222869,178.14846,0.562,1.2216,2.70E+02,1.52,5038.49,28.9
CONFIRMED,CANDIDATE,0.997,5.83376197,138.74892,0.742,3.9988,5.33E+02,2.98,403.49,36.6
CANDIDATE,CANDIDATE,0.999,2.42150341,133.83517,0.55,2.965,1.72E+02,1.62,1305.04,15.8
CONFIRMED,CANDIDATE,1,14.16400071,140.58934,0.027,4.3031,7.28E+02,2.35,54.95,71.5
CANDIDATE,CANDIDATE,0.944,0.840594032,131.74104,0.018,1.404,4.98E+01,0.62,2368.31,11.6
CANDIDATE,CANDIDATE,0.464,6.20920207,136.87938,0.272,2.637,1.02E+02,0.89,164.98,12.1
CONFIRMED,CANDIDATE,1,5.48711441,356.0773,0.812,2.93,1.33E+03,3.24,115.29,51.9
CONFIRMED,CANDIDATE,0.999,8.29084167,359.63666,0.929,3.613,1.03E+03,3.21,66.47,34.7
CONFIRMED,CANDIDATE,1,3.20539622,354.63069,0.512,2.143,4.54E+02,1.7,236.11,20.6
CONFIRMED,CANDIDATE,1,16.73869035,359.41655,0.578,2.398,9.97E+02,2.56,26.06,20.4
FALSE POSITIVE,FALSE POSITIVE,0.003,5.093938816,139.7178386,0.618,3.93144,2.50E+04,17.19,395.38,1131.7
CONFIRMED,CANDIDATE,0.999,13.93291548,139.41058,0.908,2.6239,1.32E+02,1.66,124.53,28.9
CONFIRMED,CANDIDATE,0.912,2.36436762,132.25007,0.146,3.372,2.84E+01,0.82,2228.09,12.4
CANDIDATE,CANDIDATE,1,20.6654374,132.01229,0.05,3.172,1.00E+02,0.66,13.35,13.6
CONFIRMED,CANDIDATE,1,20.31047472,146.82534,0.05,5.3357,1.65E+02,2.41,177.81,46.1
CANDIDATE,CANDIDATE,0.855,69.8347983,168.78436,0.672,8.262,2.67E+02,3.51,80.97,46.8
CONFIRMED,CANDIDATE,1,2.53475568,132.68024,0.878,4.5716,4.63E+02,2.02,519.95,51.3
CANDIDATE,CANDIDATE,0.809,2.59488443,132.75658,0.885,1.684,5.92E+02,2.36,249.92,14.9
CONFIRMED,CANDIDATE,1,43.3167427,136.57435,0.034,4.995,9.88E+02,2.42,10.47,27.1
CANDIDATE,CANDIDATE,0.938,19.18109525,141.37097,0.007,2.424,8.65E+02,1.72,16.42,17.6
FALSE POSITIVE,FALSE POSITIVE,0,37.59029855,157.350357,0.38,4.3855,1.99E+04,14.39,25.53,929
CONFIRMED,CANDIDATE,1,31.0033072,143.29085,0.151,5.253,6.45E+02,2.72,34.03,22.1
FALSE POSITIVE,FALSE POSITIVE,0,3.351556891,134.28439,0.129,2.4005,3.42E+02,1.64,314.73,38.8
CONFIRMED,CANDIDATE,1,2.617028373,134.03294,0.146,2.046,4.99E+02,1.57,233.23,30.8
FALSE POSITIVE,FALSE POSITIVE,0,1.876406096,133.12761,0.302,1.531,4.34E+02,1.57,476.68,37
FALSE POSITIVE,FALSE POSITIVE,0,6.71425632,134.31646,0.965,3.339,2.84E+02,5.76,1416.6,46.5
CONFIRMED,CANDIDATE,1,150.2412582,138.29013,0.345,10.849,2.38E+03,4.6,2.72,72.3
CONFIRMED,CANDIDATE,0.989,53.44944498,149.20185,0.092,5.3091,3.44E+03,5.82,13.23,119.5
FALSE POSITIVE,FALSE POSITIVE,0,0.466743525,133.971123,1.186,1.3956,7.96E+02,20.43,5480.92,103.6
FALSE POSITIVE,FALSE POSITIVE,0.001,1.727177258,355.37033,0.676,2.081,3.47E+02,1.42,576.55,17.1
CONFIRMED,CANDIDATE,1,7.24022418,355.01243,0.507,2.9153,8.65E+02,2.14,62.1,48.2
CONFIRMED,CANDIDATE,1,4.64622383,354.58863,0.88,2.5137,4.47E+02,1.82,112.18,28.2
CONFIRMED,CANDIDATE,1,10.29674097,132.19453,0.298,2.7292,1.01E+03,5.75,384.86,31.3
CANDIDATE,CANDIDATE,0.997,5.93919041,353.75537,0.107,2.285,4.25E+02,3.7,801.92,15.9
CONFIRMED,CANDIDATE,1,19.74733983,147.10553,0.595,3.4444,4.81E+02,2.62,76.57,47.1
CONFIRMED,CANDIDATE,0.982,30.36044536,148.091546,0.359,6.0134,2.11E+04,10.99,10.47,1126.2
CONFIRMED,CANDIDATE,0.995,4.4096675,132.45003,0.814,2.1418,1.33E+02,1.51,476.94,26.4
CONFIRMED,CANDIDATE,0.999,4.16787814,135.28334,0.168,2.2136,1.68E+02,1.07,202.48,32.9
CANDIDATE,CANDIDATE,,220.6565125,172.4278591,,7.82,,,,
CONFIRMED,CANDIDATE,0.998,11.79161234,134.54064,0.034,3.036,4.15E+02,2.41,127.75,20.7
FALSE POSITIVE,FALSE POSITIVE,1,20.55848388,133.00401,1.334,1.449,6.77E+02,36.9,35.76,20.8
CONFIRMED,CANDIDATE,1,26.964501,145.34426,0.006,3.792,6.02E+02,2.2,25.56,20.1
CONFIRMED,CANDIDATE,0.999,7.76845639,138.06602,0.353,3.689,2.18E+02,1.35,118.09,23.6
FALSE POSITIVE,FALSE POSITIVE,0,2.178154348,134.203059,1.21,3.4874,4.29E+02,22.22,886.88,93
CONFIRMED,CANDIDATE,1,5.03257009,137.32638,0.97,4.213,4.39E+02,2.53,283.49,26.3
CONFIRMED,CANDIDATE,1,40.4286676,139.50631,0.872,7.102,9.16E+02,2.92,14.08,40.9
CONFIRMED,CANDIDATE,1,21.3588236,135.07022,0.092,5.823,6.40E+02,2.52,53.89,33.2
CONFIRMED,CANDIDATE,1,22.0459163,136.47548,0.837,5.22,8.05E+02,3.05,39.69,29.7
FALSE POSITIVE,FALSE POSITIVE,0.001,49.6456235,153.0806,1.236,23.568,8.58E+02,43.41,41.57,176.5
CONFIRMED,CANDIDATE,1,17.32670445,360.5083,0.756,4.269,8.00E+02,2.23,19.38,34.8
CONFIRMED,CANDIDATE,0.999,44.8411168,359.87359,0.864,5.902,1.05E+03,2.75,5.45,28.9
FALSE POSITIVE,FALSE POSITIVE,0,1.008917105,354.85926,0.545,1.4577,3.39E+02,1.51,1698.88,34.2
CONFIRMED,CANDIDATE,1,13.75207851,143.03241,0.836,2.8831,1.22E+03,2.81,22.57,36.8
CONFIRMED,CANDIDATE,1,6.33855946,354.85104,0.907,3.4617,7.22E+02,3.31,270.47,57.4
CANDIDATE,CANDIDATE,0.988,11.30507984,138.13638,0.195,3.989,2.78E+02,1.4,72.67,19.5
CONFIRMED,CANDIDATE,1,4.59489816,133.83995,0.953,3.1381,1.10E+02,1.85,716.65,27.7
CONFIRMED,CANDIDATE,0.977,32.2964275,138.52615,0.207,4.561,4.72E+02,1.9,15.14,17.9
CONFIRMED,CANDIDATE,1,2.97041801,133.39136,0.379,2.2369,5.31E+02,1.7,228.11,22.4
CANDIDATE,CANDIDATE,,9.9824036,133.44855,0.8093,1.09,8.39E+01,1.17,205.65,5.4
CANDIDATE,CANDIDATE,1,12.68173393,132.682519,0.929,1.6866,5.88E+03,7.25,30.84,102.8
FALSE POSITIVE,FALSE POSITIVE,0,6.814984472,134.212391,0.793,3.05409,2.39E+04,14.18,115.58,742.2
FALSE POSITIVE,FALSE POSITIVE,0,63.9354965,162.84657,1.2,13.321,1.25E+03,2637.6,10631.01,57.6
CANDIDATE,CANDIDATE,0,83.09708021,162.935743,0.993,9.2639,1.59E+04,13.83,2.78,277.2
CONFIRMED,CANDIDATE,0.988,7.891448838,177.2499624,0.306,4.2854,1.03E+04,12.63,263.54,1955.1
CANDIDATE,CANDIDATE,1,0.839961456,178.354,0.548,1.3008,4.93E+02,1.63,1066.37,35.1
CONFIRMED,CANDIDATE,1,2.578852119,133.2237,0.625,2.3581,3.34E+02,1.63,540.56,36.7
FALSE POSITIVE,FALSE POSITIVE,0,9.04189129,137.86611,0.967,2.789,7.83E+02,3.24,66.83,34.5
CONFIRMED,CANDIDATE,1,30.22910274,134.52081,0.77,6.6751,4.43E+02,3.49,76.88,71.7
FALSE POSITIVE,FALSE POSITIVE,0,0.798200403,133.962079,1.193,1.8261,3.97E+02,24.03,4875.01,65.9
FALSE POSITIVE,FALSE POSITIVE,0.876,3.479425638,136.797172,0.612,3.4479,1.96E+04,12.86,435.85,123.3
FALSE POSITIVE,FALSE POSITIVE,0.001,2.92878704,356.28699,1.212,4.634,5.49E+02,22.76,556.77,47.7
CONFIRMED,CANDIDATE,1,9.80321143,363.98686,0.663,4.4617,8.13E+02,2.99,152.12,53.1
CANDIDATE,CANDIDATE,1,24.81097206,156.506971,0.039,3.2245,2.09E+03,4.22,37.43,123.9
CANDIDATE,CANDIDATE,1,7.136922,131.75317,0.072,2.8005,2.22E+02,1.38,197.05,23.7
CONFIRMED,CANDIDATE,0.986,4.8538404,135.09902,0.943,3.198,1.96E+02,1.72,288.7,15.4
CONFIRMED,CANDIDATE,0.996,11.04605365,136.44056,0.064,4.799,3.08E+02,1.8,134.66,24.3
FALSE POSITIVE,FALSE POSITIVE,0,2.621706694,131.88227,1.279,1.941,4.57E+03,34.68,648.75,24.3
CANDIDATE,CANDIDATE,1,3.72020708,133.41684,0.341,1.892,1.57E+02,0.99,195.7,15
FALSE POSITIVE,FALSE POSITIVE,0,12.26486736,139.304999,0.818,4.7366,1.13E+04,28.29,317.89,560.2
CONFIRMED,CANDIDATE,1,8.689301216,133.661284,0.029,2.563,1.12E+03,2.92,88.24,70.9
CANDIDATE,CANDIDATE,0,20.99757968,132.05689,0.277,2.454,1.13E+03,2.97,27.2,44.7
FALSE POSITIVE,FALSE POSITIVE,0.001,0.979442525,132.42297,0.388,1.0348,4.69E+02,1.64,1420.01,27
CONFIRMED,CANDIDATE,0.802,3.120828136,139.466594,0.784,2.1878,1.65E+04,14.16,680.79,113.5
CANDIDATE,CANDIDATE,0.992,15.13590453,146.58371,0.46,2.236,2.56E+02,2.57,179.16,19.8
FALSE POSITIVE,FALSE POSITIVE,0,1.399326503,133.61426,0.009,1.8305,2.06E+02,1,402.58,22.7
